movieId,title,genres,imdbId,rating
174,Jury Duty (1995),Comedy,0113500,4.1
175,Kids (1995),Drama,0113540,7.0
176,Living in Oblivion (1995),Comedy,0113677,7.5
177,Lord of Illusions (1995),Horror,0113690,6.1
178,Love & Human Remains (1993),Comedy|Drama,0107447,6.7
179,Mad Love (1995),Drama|Romance,0113729,5.3
180,Mallrats (1995),Comedy|Romance,0113749,7.2
181,Mighty Morphin Power Rangers: The Movie (1995),Action|Children,0113820,5.1
182,Moonlight and Valentino (1995),Drama|Romance,0113851,5.8
183,Mute Witness (1994),Comedy|Horror|Thriller,0110604,6.8
184,Nadja (1994),Drama,0110620,6.0
185,"Net, The (1995)",Action|Crime|Thriller,0113957,5.9
186,Nine Months (1995),Comedy|Romance,0113986,5.5
187,Party Girl (1995),Comedy,0114095,6.6
188,"Prophecy, The (1995)",Fantasy|Horror|Mystery,0114194,6.6
189,Reckless (1995),Comedy|Fantasy,0114241,5.1
190,Safe (1995),Thriller,0114323,7.2
191,"Scarlet Letter, The (1995)",Drama|Romance,0114345,5.2
192,"Show, The (1995)",Documentary,0114435,6.8
193,Showgirls (1995),Drama,0114436,4.7
194,Smoke (1995),Comedy|Drama,0114478,7.4
195,Something to Talk About (1995),Comedy|Drama|Romance,0114496,5.7
196,Species (1995),Horror|Sci-Fi,0114508,5.8
197,"Stars Fell on Henrietta, The (1995)",Drama,0114534,6.5
198,Strange Days (1995),Action|Crime|Drama|Mystery|Sci-Fi|Thriller,0114558,7.2
199,"Umbrellas of Cherbourg, The (Parapluies de Cherbourg, Les) (1964)",Drama|Musical|Romance,0058450,7.8
200,"Tie That Binds, The (1995)",Thriller,0114666,5.0
201,Three Wishes (1995),Drama|Fantasy,0114663,6.2
202,Total Eclipse (1995),Drama|Romance,0114702,6.6
203,"To Wong Foo, Thanks for Everything! Julie Newmar (1995)",Comedy,0114682,6.4
204,Under Siege 2: Dark Territory (1995),Action,0114781,5.4
205,Unstrung Heroes (1995),Comedy|Drama,0114798,6.7
206,Unzipped (1995),Documentary,0114805,6.4
207,"Walk in the Clouds, A (1995)",Drama|Romance,0114887,6.7
208,Waterworld (1995),Action|Adventure|Sci-Fi,0114898,6.1
209,White Man's Burden (1995),Drama,0114928,5.2
210,Wild Bill (1995),Western,0114938,5.9
211,"Browning Version, The (1994)",Drama,0109340,7.3
212,Bushwhacked (1995),Adventure|Comedy|Crime|Mystery,0112602,5.5
213,Burnt by the Sun (Utomlyonnye solntsem) (1994),Drama,0111579,8.0
214,Before the Rain (Pred dozhdot) (1994),Drama|War,0110882,8.1
215,Before Sunrise (1995),Drama|Romance,0112471,8.1
216,Billy Madison (1995),Comedy,0112508,6.4
217,"Babysitter, The (1995)",Drama|Thriller,0112438,4.3
218,Boys on the Side (1995),Comedy|Drama,0112571,6.4
219,"Cure, The (1995)",Drama,0112757,7.7
220,Castle Freak (1995),Horror,0112643,5.9
222,Circle of Friends (1995),Drama|Romance,0112679,6.6
223,Clerks (1994),Comedy,0109445,7.8
224,Don Juan DeMarco (1995),Comedy|Drama|Romance,0112883,6.7
225,Disclosure (1994),Drama|Thriller,0109635,6.0
226,Dream Man (1995),Thriller,0112899,4.7
227,Drop Zone (1994),Action|Thriller,0109676,5.6
228,Destiny Turns on the Radio (1995),Comedy,0112854,4.5
229,Death and the Maiden (1994),Drama|Thriller,0109579,7.3
230,Dolores Claiborne (1995),Drama|Thriller,0109642,7.4
231,Dumb & Dumber (Dumb and Dumber) (1994),Adventure|Comedy,0109686,7.3
232,Eat Drink Man Woman (Yin shi nan nu) (1994),Comedy|Drama|Romance,0111797,7.8
233,Exotica (1994),Drama,0109759,7.1
234,Exit to Eden (1994),Comedy,0109758,4.1
235,Ed Wood (1994),Comedy|Drama,0109707,7.9
236,French Kiss (1995),Action|Comedy|Romance,0113117,6.6
237,Forget Paris (1995),Comedy|Romance,0113097,6.4
238,Far From Home: The Adventures of Yellow Dog (1995),Adventure|Children,0113028,6.4
239,"Goofy Movie, A (1995)",Animation|Children|Comedy|Romance,0113198,6.8
240,Hideaway (1995),Thriller,0113303,5.3
241,Fluke (1995),Children|Drama,0113089,6.7
242,Farinelli: il castrato (1994),Drama|Musical,0109771,6.9
243,Gordy (1995),Children|Comedy|Fantasy,0113199,3.9
244,Gumby: The Movie (1995),Animation|Children,0113234,6.3
245,"Glass Shield, The (1994)",Crime|Drama,0109906,6.6
246,Hoop Dreams (1994),Documentary,0110057,8.3
247,Heavenly Creatures (1994),Crime|Drama,0110005,7.4
248,Houseguest (1994),Comedy,0110066,6.0
249,Immortal Beloved (1994),Drama|Romance,0110116,7.5
250,Heavyweights (Heavy Weights) (1995),Children|Comedy,0110006,6.7
251,"Hunted, The (1995)",Action,0113360,5.9
252,I.Q. (1994),Comedy|Romance,0110099,6.2
253,Interview with the Vampire: The Vampire Chronicles (1994),Drama|Horror,0110148,7.6
254,Jefferson in Paris (1995),Drama,0113463,5.7
255,"Jerky Boys, The (1995)",Comedy,0110189,4.6
256,Junior (1994),Comedy|Sci-Fi,0110216,4.6
257,Just Cause (1995),Mystery|Thriller,0113501,6.4
258,"Kid in King Arthur's Court, A (1995)",Adventure|Children|Comedy|Fantasy|Romance,0113538,4.8
259,Kiss of Death (1995),Crime|Drama|Thriller,0113552,5.9
260,Star Wars: Episode IV - A New Hope (1977),Action|Adventure|Sci-Fi,0076759,8.6
261,Little Women (1994),Drama,0110367,7.3
262,"Little Princess, A (1995)",Children|Drama,0113670,7.7
263,Ladybird Ladybird (1994),Drama,0110296,7.5
264,"Enfer, L' (1994)",Drama,0109731,7.2
265,Like Water for Chocolate (Como agua para chocolate) (1992),Drama|Fantasy|Romance,0103994,7.2
266,Legends of the Fall (1994),Drama|Romance|War|Western,0110322,7.5
267,Major Payne (1995),Comedy,0110443,6.2
268,Little Odessa (1994),Crime|Drama,0110365,6.8
269,My Crazy Life (Mi vida loca) (1993),Drama,0107566,6.5
270,Love Affair (1994),Drama|Romance,0110391,5.9
271,Losing Isaiah (1995),Drama,0113691,6.4
272,"Madness of King George, The (1994)",Comedy|Drama,0110428,7.2
273,Mary Shelley's Frankenstein (Frankenstein) (1994),Drama|Horror|Sci-Fi,0109836,6.4
274,Man of the House (1995),Comedy,0113755,5.1
275,Mixed Nuts (1994),Comedy,0110538,5.4
276,Milk Money (1994),Comedy|Romance,0110516,5.5
277,Miracle on 34th Street (1994),Drama,0110527,6.5
278,Miami Rhapsody (1995),Comedy,0113808,5.4
279,My Family (1995),Drama,0113896,7.3
280,Murder in the First (1995),Drama|Thriller,0113870,7.3
281,Nobody's Fool (1994),Comedy|Drama|Romance,0110684,7.4
282,Nell (1994),Drama,0110638,6.5
283,New Jersey Drive (1995),Crime|Drama,0113967,6.7
284,New York Cop (Nyû Yôku no koppu) (1993),Action|Crime,0117169,4.2
285,Beyond Bedlam (1993),Drama|Horror,0106402,3.4
286,Nemesis 2: Nebula (1995),Action|Sci-Fi|Thriller,0113948,4.7
287,Nina Takes a Lover (1994),Comedy|Romance,0110671,5.6
288,Natural Born Killers (1994),Action|Crime|Thriller,0110632,7.3
289,Only You (1994),Comedy|Romance,0110737,6.5
290,Once Were Warriors (1994),Crime|Drama,0110729,7.9
291,Poison Ivy II (1996),Drama|Thriller,0114151,4.4
292,Outbreak (1995),Action|Drama|Sci-Fi|Thriller,0114069,6.6
293,Léon: The Professional (a.k.a. The Professional) (Léon) (1994),Action|Crime|Drama|Thriller,0110413,8.6
294,"Perez Family, The (1995)",Comedy|Romance,0114113,6.1
295,"Pyromaniac's Love Story, A (1995)",Comedy|Romance,0114210,5.4
296,Pulp Fiction (1994),Comedy|Crime|Drama|Thriller,0110912,8.9
297,Panther (1995),Drama,0114084,6.4
298,Pushing Hands (Tui shou) (1992),Drama,0105652,7.3
299,Priest (1994),Drama,0110889,7.1
300,Quiz Show (1994),Drama,0110932,7.5
301,Picture Bride (Bijo photo) (1994),Drama|Romance,0114129,6.7
302,"Queen Margot (Reine Margot, La) (1994)",Drama|Romance,0110963,7.5
303,"Quick and the Dead, The (1995)",Action|Thriller|Western,0114214,6.4
304,Roommates (1995),Comedy|Drama,0114296,6.4
305,Ready to Wear (Pret-A-Porter) (1994),Comedy,0110907,5.1
306,Three Colors: Red (Trois couleurs: Rouge) (1994),Drama,0111495,8.1
307,Three Colors: Blue (Trois couleurs: Bleu) (1993),Drama,0108394,8.0
308,Three Colors: White (Trzy kolory: Bialy) (1994),Comedy|Drama,0111507,7.7
309,"Red Firecracker, Green Firecracker (Pao Da Shuang Deng) (1994)",Drama,0110769,7.0
310,Rent-a-Kid (1995),Comedy,0114268,5.5
311,Relative Fear (1994),Horror|Thriller,0110965,5.7
312,Stuart Saves His Family (1995),Comedy,0114571,5.3
313,"Swan Princess, The (1994)",Animation|Children,0111333,6.4
314,"Secret of Roan Inish, The (1994)",Children|Drama|Fantasy|Mystery,0111112,7.5
315,"Specialist, The (1994)",Action|Drama|Thriller,0111255,5.5
316,Stargate (1994),Action|Adventure|Sci-Fi,0111282,7.1
317,"Santa Clause, The (1994)",Comedy|Drama|Fantasy,0111070,6.4
318,"Shawshank Redemption, The (1994)",Crime|Drama,0111161,9.3
319,Shallow Grave (1994),Comedy|Drama|Thriller,0111149,7.3
320,Suture (1993),Film-Noir|Thriller,0108260,6.6
321,Strawberry and Chocolate (Fresa y chocolate) (1993),Drama,0106966,7.5
322,Swimming with Sharks (1995),Comedy|Drama,0114594,7.1
324,"Sum of Us, The (1994)",Comedy|Drama,0111309,7.4
325,National Lampoon's Senior Trip (1995),Comedy,0113936,5.6
326,To Live (Huozhe) (1994),Drama,0110081,8.3
327,Tank Girl (1995),Action|Comedy|Sci-Fi,0114614,5.3
328,Tales from the Crypt Presents: Demon Knight (1995),Horror|Thriller,0114608,6.7
329,Star Trek: Generations (1994),Adventure|Drama|Sci-Fi,0111280,6.6
330,Tales from the Hood (1995),Action|Crime|Horror,0114609,6.2
331,Tom & Viv (1994),Drama,0111454,6.5
332,Village of the Damned (1995),Horror|Sci-Fi,0114852,5.6
333,Tommy Boy (1995),Comedy,0114694,7.1
334,Vanya on 42nd Street (1994),Drama,0111590,7.5
335,Underneath (1995),Mystery|Thriller,0114788,6.2
336,"Walking Dead, The (1995)",Drama|War,0114888,4.8
337,What's Eating Gilbert Grape (1993),Drama,0108550,7.8
338,Virtuosity (1995),Action|Sci-Fi|Thriller,0114857,5.6
339,While You Were Sleeping (1995),Comedy|Romance,0114924,6.7
340,"War, The (1994)",Adventure|Drama|War,0111667,6.7
341,Double Happiness (1994),Drama,0109655,7.1
342,Muriel's Wedding (1994),Comedy,0110598,7.2
343,"Baby-Sitters Club, The (1995)",Children,0112435,5.8
344,Ace Ventura: Pet Detective (1994),Comedy,0109040,6.9
345,"Adventures of Priscilla, Queen of the Desert, The (1994)",Comedy|Drama,0109045,7.5
346,Backbeat (1993),Drama|Musical,0106339,6.7
347,Bitter Moon (1992),Drama|Film-Noir|Romance,0104779,7.2
348,Bullets Over Broadway (1994),Comedy,0109348,7.5
349,Clear and Present Danger (1994),Action|Crime|Drama|Thriller,0109444,6.9
350,"Client, The (1994)",Drama|Mystery|Thriller,0109446,6.7
351,"Corrina, Corrina (1994)",Comedy|Drama|Romance,0109484,6.5
352,Crooklyn (1994),Comedy|Drama,0109504,6.9
353,"Crow, The (1994)",Action|Crime|Fantasy|Thriller,0109506,7.6
354,Cobb (1994),Drama,0109450,6.5
355,"Flintstones, The (1994)",Children|Comedy|Fantasy,0109813,4.8
356,Forrest Gump (1994),Comedy|Drama|Romance|War,0109830,8.8
357,Four Weddings and a Funeral (1994),Comedy|Romance,0109831,7.1
358,Higher Learning (1995),Drama,0113305,6.5
359,I Like It Like That (1994),Comedy|Drama|Romance,0110091,6.8
360,I Love Trouble (1994),Action|Comedy,0110093,5.2
361,It Could Happen to You (1994),Comedy|Drama|Romance,0110167,6.3
362,"Jungle Book, The (1994)",Adventure|Children|Romance,0110213,6.0
363,"Wonderful, Horrible Life of Leni Riefenstahl, The (Macht der Bilder: Leni Riefenstahl, Die) (1993)",Documentary,0107472,8.0
364,"Lion King, The (1994)",Adventure|Animation|Children|Drama|Musical|IMAX,0110357,8.5
365,Little Buddha (1993),Drama,0107426,6.0
366,"Wes Craven's New Nightmare (Nightmare on Elm Street Part 7: Freddy's Finale, A) (1994)",Drama|Horror|Mystery|Thriller,0111686,6.4
367,"Mask, The (1994)",Action|Comedy|Crime|Fantasy,0110475,6.9
368,Maverick (1994),Adventure|Comedy|Western,0110478,7.0
369,Mrs. Parker and the Vicious Circle (1994),Drama,0110588,6.4
370,Naked Gun 33 1/3: The Final Insult (1994),Action|Comedy,0110622,6.5
371,"Paper, The (1994)",Comedy|Drama,0110771,6.6
372,Reality Bites (1994),Comedy|Drama|Romance,0110950,6.6
373,Red Rock West (1992),Thriller,0105226,7.0
374,Richie Rich (1994),Children|Comedy,0110989,5.3
375,Safe Passage (1994),Drama,0111054,6.4
376,"River Wild, The (1994)",Action|Thriller,0110997,6.3
377,Speed (1994),Action|Romance|Thriller,0111257,7.2
378,Speechless (1994),Comedy|Romance,0111256,5.7
379,Timecop (1994),Action|Sci-Fi|Thriller,0111438,5.8
380,True Lies (1994),Action|Adventure|Comedy|Romance|Thriller,0111503,7.2
381,When a Man Loves a Woman (1994),Drama|Romance,0111693,6.5
382,Wolf (1994),Drama|Horror|Romance|Thriller,0111742,6.2
383,Wyatt Earp (1994),Western,0111756,6.7
384,Bad Company (1995),Action|Crime|Drama,0112443,5.4
385,"Man of No Importance, A (1994)",Drama,0110455,6.9
386,S.F.W. (1994),Drama,0111048,5.9
387,"Low Down Dirty Shame, A (1994)",Action|Comedy,0110399,5.9
388,Boys Life (1995),Drama,0112570,7.2
389,"Colonel Chabert, Le (1994)",Drama|Romance|War,0109454,7.0
390,Faster Pussycat! Kill! Kill! (1965),Action|Crime|Drama,0059170,6.8
391,Jason's Lyric (1994),Crime|Drama,0110186,6.6
392,"Secret Adventures of Tom Thumb, The (1993)",Adventure|Animation,0108069,7.4
393,Street Fighter (1994),Action|Adventure|Fantasy,0111301,3.8
394,Coldblooded (1995),Comedy,0112702,6.8
395,Desert Winds (1995),Drama|Fantasy|Romance,0112849,5.8
396,Fall Time (1995),Drama,0113014,5.5
397,"Fear, The (1995)",Horror,0113043,3.4
398,Frank and Ollie (1995),Documentary,0113104,8.0
399,Girl in the Cadillac (1995),Drama,0113173,6.0
400,Homage (1995),Drama,0113319,6.1
401,Mirage (1995),Action|Thriller,0113827,5.0
402,Open Season (1996),Comedy,0114047,5.4
403,Two Crimes (Dos crímenes) (1995),Comedy|Crime|Drama,0112889,7.2
404,Brother Minister: The Assassination of Malcolm X (1994),Documentary,0109339,7.2
405,Highlander III: The Sorcerer (a.k.a. Highlander: The Final Dimension) (1994),Action|Fantasy,0110027,4.4
406,Federal Hill (1994),Drama,0109785,6.3
407,In the Mouth of Madness (1995),Horror|Thriller,0113409,7.2
408,8 Seconds (1994),Drama,0109021,6.5
409,Above the Rim (1994),Crime|Drama,0109035,6.6
410,Addams Family Values (1993),Children|Comedy|Fantasy,0106220,6.6
411,Martin Lawrence: You So Crazy (1994),Comedy|Documentary,0111804,6.7
412,"Age of Innocence, The (1993)",Drama,0106226,7.2
413,Airheads (1994),Comedy,0109068,6.1
414,"Air Up There, The (1994)",Comedy,0109067,5.5
415,Another Stakeout (1993),Comedy|Thriller,0106292,5.5
416,Bad Girls (1994),Western,0109198,5.1
417,Barcelona (1994),Comedy|Romance,0109219,7.0
418,Being Human (1993),Drama,0106379,5.4
419,"Beverly Hillbillies, The (1993)",Comedy,0106400,4.9
420,Beverly Hills Cop III (1994),Action|Comedy|Crime|Thriller,0109254,5.5
421,Black Beauty (1994),Adventure|Children|Drama,0109279,6.6
422,Blink (1994),Thriller,0109297,6.2
423,Blown Away (1994),Action|Thriller,0109303,6.2
424,Blue Chips (1994),Drama,0109305,6.1
425,Blue Sky (1994),Drama|Romance,0109306,6.4
426,Body Snatchers (1993),Horror|Sci-Fi|Thriller,0106452,5.9
427,Boxing Helena (1993),Drama|Mystery|Romance|Thriller,0106471,4.6
428,"Bronx Tale, A (1993)",Drama,0106489,7.8
429,Cabin Boy (1994),Comedy,0109361,5.1
430,Calendar Girl (1993),Comedy|Drama,0106505,5.0
431,Carlito's Way (1993),Crime|Drama,0106519,7.9
432,City Slickers II: The Legend of Curly's Gold (1994),Adventure|Comedy|Western,0109439,5.5
433,Clean Slate (1994),Comedy,0109443,5.7
434,Cliffhanger (1993),Action|Adventure|Thriller,0106582,6.4
435,Coneheads (1993),Comedy|Sci-Fi,0106598,5.3
